CustomerID,Recency,Frequency,Monetary
12346.0,5.7899601708972535,1.0986122886681098,0.0
12347.0,1.0986122886681098,2.0794415416798357,8.368925174747135
12348.0,4.330733340286331,1.6094379124341003,7.494563687769957
12349.0,2.995732273553991,0.6931471805599453,7.472244884833674
12350.0,5.739792912179234,0.6931471805599453,5.815323849389109
12352.0,3.6109179126442243,2.4849066497880004,7.343691394505391
12353.0,5.3230099791384085,0.6931471805599453,4.499809670330265
12354.0,5.4510384535657,0.6931471805599453,6.985086621918461
12355.0,5.3706380281276624,0.6931471805599453,6.132095676847728
12356.0,3.1780538303479458,1.3862943611198906,7.941804157314053
12357.0,3.5263605246161616,0.6931471805599453,8.733701981297274
12358.0,1.0986122886681098,1.0986122886681098,7.063955286074528
12359.0,2.1972245773362196,1.9459101490553132,8.739781388549858
12360.0,3.970291913552122,1.3862943611198906,7.887231116540211
12361.0,5.662960480135946,0.6931471805599453,5.251749730731702
12362.0,1.3862943611198906,2.6390573296152584,8.547834902246198
12363.0,4.709530201312334,1.0986122886681098,6.315358001522335
12364.0,2.1972245773362196,1.6094379124341003,7.180907299649593
12365.0,5.676753802268282,1.3862943611198906,5.773588348900164
12367.0,1.6094379124341003,0.6931471805599453,5.135210028677887
12370.0,3.9512437185814275,1.6094379124341003,8.173770053153254
12371.0,3.828641396489095,1.0986122886681098,7.543781692052325
12372.0,4.290459441148391,1.3862943611198906,7.169380809114136
12373.0,5.7430031878094825,0.6931471805599453,5.901539839579995
12374.0,3.258096538021482,0.6931471805599453,6.6119469443852195
12375.0,1.3862943611198906,1.3862943611198906,6.1234134382372645
12377.0,5.755742213586912,1.0986122886681098,7.395795270713971
12378.0,4.875197323201151,0.6931471805599453,8.29645175271804
12379.0,4.418840607796598,1.3862943611198906,6.746752846080739
12380.0,3.1354942159291497,1.791759469228055,7.908960524296672
12381.0,1.791759469228055,1.9459101490553132,7.49829370985661
12383.0,5.225746673713202,1.9459101490553132,7.517689314673032
12384.0,3.4011973816621555,1.3862943611198906,6.340641450869357
12386.0,5.82600010738045,1.0986122886681098,5.998688392197302
12388.0,2.833213344056216,1.9459101490553132,7.930803150780256
12390.0,4.394449154672439,0.6931471805599453,6.311444385858925
12391.0,3.1354942159291497,0.6931471805599453,6.1353267674944725
12393.0,4.290459441148391,1.6094379124341003,7.3674560152319755
12394.0,4.174387269895637,1.0986122886681098,7.149508589545504
12395.0,2.833213344056216,2.772588722239781,8.006127538845638
12397.0,3.6109179126442243,1.0986122886681098,7.7877554007552545
12398.0,3.8501476017100584,0.6931471805599453,7.4004128587924045
12399.0,4.787491742782046,1.6094379124341003,7.011799929268738
12401.0,5.717027701406222,0.6931471805599453,4.446174454497633
12402.0,5.780743515792329,0.6931471805599453,5.423186348593906
12403.0,3.9318256327243257,1.0986122886681098,6.017863020962513
12405.0,5.0106352940962555,0.6931471805599453,7.445061184797548
12406.0,3.1354942159291497,1.3862943611198906,8.096132095683517
12407.0,3.9318256327243257,1.791759469228055,7.4437338971514055
12408.0,3.5263605246161616,2.302585092994046,7.952815583992643
12409.0,4.382026634673881,2.0794415416798357,9.310903096619207
12410.0,5.71042701737487,1.3862943611198906,6.5251469530169
12412.0,4.330733340286331,1.3862943611198906,7.1130443840624835
12413.0,4.219507705176107,1.791759469228055,6.544127649615552
12414.0,5.384495062789089,1.3862943611198906,6.334007604663525
12415.0,3.2188758248682006,3.295836866004329,11.725828359290714
12417.0,1.3862943611198906,2.5649493574615367,8.1830622119124
12418.0,4.736198448394496,0.6931471805599453,6.506650650150935
12420.0,4.174387269895637,0.6931471805599453,6.3992436425478765
12421.0,2.833213344056216,1.791759469228055,6.69365818480376
12422.0,4.574710978503383,1.3862943611198906,6.690295544136225
12423.0,0.6931471805599453,2.302585092994046,7.523000375764187
12424.0,5.099866427824199,1.0986122886681098,7.474182104762846
12425.0,4.3694478524670215,0.6931471805599453,6.6569835605504535
12426.0,5.278114659230517,0.6931471805599453,6.369438547154207
12427.0,2.5649493574615367,1.791759469228055,6.564377252186778
12428.0,3.295836866004329,2.5649493574615367,8.971854730362702
12429.0,2.302585092994046,1.6094379124341003,8.22988438262624
12430.0,3.784189633918261,0.6931471805599453,5.5506312951620265
12431.0,3.6109179126442243,2.9444389791664403,8.766766771967307
12432.0,3.784189633918261,1.791759469228055,8.529185001388596
12433.0,0.6931471805599453,2.0794415416798357,9.50128237507538
12434.0,4.454347296253507,1.6094379124341003,6.641430180758773
12435.0,4.394449154672439,1.0986122886681098,8.965831447914955
12436.0,4.61512051684126,0.6931471805599453,6.234430333369278
12437.0,1.0986122886681098,2.995732273553991,8.496512819014505
12438.0,2.70805020110221,1.0986122886681098,7.9751692554798295
12441.0,5.908082938168931,0.6931471805599453,5.162211233551045
12442.0,1.3862943611198906,0.6931471805599453,5.153638355178593
12444.0,3.091042453358316,1.791759469228055,8.518484357502437
12445.0,3.1354942159291497,0.6931471805599453,4.900820428089049
12446.0,4.07753744390572,0.6931471805599453,6.9110598129904375
12447.0,5.497168225293202,0.6931471805599453,6.168543217293113
12448.0,3.8066624897703196,0.6931471805599453,6.110247083097449
12449.0,3.1354942159291497,1.6094379124341003,8.310978042729836
12450.0,5.056245805348308,1.0986122886681098,5.292701627762401
12451.0,2.4849066497880004,1.9459101490553132,9.097677704829838
12452.0,2.8903717578961645,1.3862943611198906,6.062784708354025
12453.0,4.90527477843843,0.6931471805599453,6.562571204258897
12454.0,3.9889840465642745,1.0986122886681098,5.68434188608064e-14
12455.0,4.30406509320417,1.9459101490553132,7.81110665732229
12456.0,3.8066624897703196,1.6094379124341003,8.05670890907432
12457.0,4.07753744390572,2.5649493574615367,7.559444846392433
12458.0,4.276666119016055,1.0986122886681098,6.854776354191251
12461.0,4.553876891600541,1.0986122886681098,6.718868216346018
12462.0,1.0986122886681098,1.6094379124341003,7.025547203487903
12463.0,3.8501476017100584,2.0794415416798357,7.1736747546517945
12464.0,2.3978952727983707,2.1972245773362196,7.100893128209941
12465.0,2.1972245773362196,1.3862943611198906,6.599720828148736
12468.0,4.969813299576001,1.3862943611198906,6.586226825746526
12471.0,1.0986122886681098,3.912023005428146,9.83851800518677
12472.0,3.4657359027997265,2.6390573296152584,8.737208655362522
12473.0,3.4011973816621555,2.302585092994046,7.954804061320141
12474.0,2.8903717578961645,3.4339872044851463,8.87030760418019
12475.0,4.007333185232471,0.6931471805599453,6.585316116572351
12476.0,0.6931471805599453,3.044522437723423,8.786850794711194
12477.0,3.1780538303479458,2.302585092994046,9.481741374164718
12478.0,1.6094379124341003,0.6931471805599453,6.525014994979364
12479.0,1.6094379124341003,1.3862943611198906,6.170238150686251
12480.0,3.367295829986474,1.6094379124341003,8.096400209353131
12481.0,3.1780538303479458,2.4849066497880004,8.629067247834866
12483.0,2.8903717578961645,2.6390573296152584,7.752820649216625
